,dr1,dr2,dr3,dr4,dr5,dr6,dr7,dr8,dr9,dr10,labels
952775,-0.02287006378173828,-0.0367453396320343,-0.05406276881694794,-0.061745695769786835,-0.07036396861076355,-0.07130731642246246,-0.07842491567134857,-0.08456943929195404,-0.06785348057746887,-0.05269058793783188,0
158471,0.7405781149864197,0.523517370223999,0.41454899311065674,0.37298864126205444,0.1987759917974472,0.12047983705997467,0.07252728939056396,0.04583568125963211,0.023968830704689026,-0.008620832115411758,1
255092,0.07762178778648376,0.1299692541360855,0.15224704146385193,0.1676172912120819,0.1845436841249466,0.21327626705169678,0.2229686677455902,0.20365190505981445,0.15938584506511688,0.09796527773141861,1
309542,0.3276333212852478,0.2318059206008911,0.1966078132390976,0.19259560108184814,0.16902023553848267,0.17652760446071625,0.19048915803432465,0.15385296940803528,0.10124608874320984,0.03965546935796738,1
482455,0.48981577157974243,0.3394678831100464,0.2759494185447693,0.25150489807128906,0.16930779814720154,0.16702152788639069,0.19243541359901428,0.21939106285572052,0.19691744446754456,0.15701498091220856,0
235873,-0.05155254900455475,-0.002183966338634491,0.01752505823969841,0.019049029797315598,0.03154367208480835,0.03139626607298851,0.03774057701230049,0.0423700213432312,0.027810044586658478,0.005361370742321014,1
513804,-0.14228476583957672,-0.1815406084060669,-0.18356254696846008,-0.1797541081905365,-0.16564948856830597,-0.1427449733018875,-0.12348349392414093,-0.1038728877902031,-0.07506322115659714,-0.045522741973400116,0
499370,0.23785193264484406,0.2055245339870453,0.16336801648139954,0.13327346742153168,0.08010447770357132,0.06307805329561234,0.05703049153089523,0.048896633088588715,0.0382654070854187,0.01757894828915596,1
26909,-0.341353178024292,-0.3123329281806946,-0.28885719180107117,-0.2741639018058777,-0.20152361690998077,-0.14902475476264954,-0.09345172345638275,-0.05863158404827118,-0.03509620949625969,-0.012859079986810684,1
362386,-0.016575567424297333,0.008603282272815704,-0.007915675640106201,-0.01757992058992386,-0.060174934566020966,-0.09401024878025055,-0.10988174378871918,-0.09616780281066895,-0.08292703330516815,-0.07604649662971497,0
946264,0.5899167656898499,0.515395998954773,0.4562053680419922,0.4291996359825134,0.3202308416366577,0.2560431659221649,0.19563345611095428,0.16008999943733215,0.14975202083587646,0.11788447201251984,0
934023,-0.047435659915208817,-0.03429216146469116,-0.03704068064689636,-0.0385185107588768,-0.02312498167157173,0.0008641853928565979,0.027624577283859253,0.030383946374058723,0.017074856907129288,-0.018155064433813095,0
957292,0.14525353908538818,0.16607969999313354,0.154608815908432,0.13868604600429535,0.1251232624053955,0.11237728595733643,0.08954302966594696,0.06683743000030518,0.05365242063999176,0.035682737827301025,1
86355,-0.4195038974285126,-0.39062780141830444,-0.35929298400878906,-0.34290027618408203,-0.26912015676498413,-0.2363484799861908,-0.20036035776138306,-0.16353869438171387,-0.123715840280056,-0.07977942377328873,0
802997,-0.03653913736343384,-0.04970812052488327,-0.06364497542381287,-0.07546553015708923,-0.09458717703819275,-0.12238284945487976,-0.1467023342847824,-0.15013381838798523,-0.15050944685935974,-0.13586211204528809,0
181010,-0.06735698878765106,-0.010934054851531982,0.017920471727848053,0.025019831955432892,0.06578660756349564,0.07795769721269608,0.09320458769798279,0.09704391658306122,0.09428142756223679,0.10590539127588272,1
235698,0.27997732162475586,0.2917653024196625,0.2543761730194092,0.2347681224346161,0.19974876940250397,0.18525944650173187,0.16399456560611725,0.1597021073102951,0.14342795312404633,0.11324924975633621,1
553792,0.30887892842292786,0.2718272805213928,0.24509261548519135,0.23653960227966309,0.20660042762756348,0.1741572916507721,0.10382786393165588,0.05820262059569359,0.031087957322597504,0.02427874132990837,1
737805,-0.29146647453308105,-0.2607129216194153,-0.2399568110704422,-0.23113076388835907,-0.20443195104599,-0.17737025022506714,-0.13557809591293335,-0.08882901072502136,-0.06430498510599136,-0.06618177145719528,0
429031,0.2413841336965561,0.24086961150169373,0.24043531715869904,0.229527086019516,0.15499241650104523,0.1081518679857254,0.0855465978384018,0.08456991612911224,0.06187360733747482,0.03213170915842056,1
270856,-0.16550929844379425,-0.09524811804294586,-0.05896173417568207,-0.05044620484113693,-0.016515761613845825,-0.018268004059791565,-0.027576550841331482,-0.009852014482021332,0.001966439187526703,0.00939592719078064,0
601274,0.004803251475095749,-0.008777942508459091,0.0071635376662015915,0.01737876422703266,0.009879817254841328,0.03148992732167244,0.06718192249536514,0.07976336032152176,0.07063357532024384,0.054470326751470566,1
399970,0.32774192094802856,0.3691314458847046,0.4172862768173218,0.4381297528743744,0.40011996030807495,0.3711848855018616,0.3264082670211792,0.27401188015937805,0.22510042786598206,0.1702183037996292,1
956038,0.49090108275413513,0.39508581161499023,0.36820992827415466,0.3767111301422119,0.2854878902435303,0.2267553061246872,0.18008466064929962,0.14223960041999817,0.08600711822509766,0.045818522572517395,1
477951,0.38972634077072144,0.36341387033462524,0.3556412160396576,0.35030442476272583,0.315150648355484,0.30134180188179016,0.31655752658843994,0.3034876585006714,0.2256736159324646,0.1476198136806488,1
824051,-0.15490752458572388,-0.16505946218967438,-0.16126969456672668,-0.1568816602230072,-0.14833657443523407,-0.14214679598808289,-0.14421148598194122,-0.13000492751598358,-0.11941221356391907,-0.11527570337057114,0
417049,0.16326770186424255,0.23203344643115997,0.2543364465236664,0.2586771845817566,0.29712527990341187,0.2972649037837982,0.2579308748245239,0.19027894735336304,0.13208505511283875,0.0721704512834549,1
245054,-0.007556505501270294,0.024924010038375854,0.029049910604953766,0.03523086756467819,0.0356718972325325,0.018945930525660515,0.0013447869569063187,-0.02253612130880356,-0.020967599004507065,-0.010115666314959526,0
143544,0.1491776406764984,0.0930754765868187,0.05565426126122475,0.03878128528594971,0.021995510905981064,0.029785003513097763,0.05600723624229431,0.05645231157541275,0.054340921342372894,0.051268428564071655,0
21677,-0.4180012047290802,-0.3645275831222534,-0.34485113620758057,-0.33885887265205383,-0.301276296377182,-0.2664993405342102,-0.20310333371162415,-0.1585780829191208,-0.12723296880722046,-0.11535122990608215,0
134289,-0.15723003447055817,-0.18290743231773376,-0.1831498146057129,-0.18172557651996613,-0.15717899799346924,-0.1195940375328064,-0.07484006881713867,-0.050257712602615356,-0.03127232939004898,-0.0014945045113563538,0
343961,-0.014973556622862816,0.018147062510252,0.039882808923721313,0.04854550212621689,0.06976086646318436,0.07502088695764542,0.08107905834913254,0.09138728678226471,0.09576205164194107,0.10924118757247925,0
49788,0.3134232461452484,0.20615144073963165,0.1326499879360199,0.106986403465271,0.031334102153778076,-0.009082823991775513,-0.031239677220582962,-0.050479162484407425,-0.068778857588768,-0.05769432708621025,1
429285,-0.009308578446507454,0.06557513773441315,0.09921163320541382,0.10992271453142166,0.10576155036687851,0.09268751740455627,0.06680617481470108,0.04873381555080414,0.04386250674724579,0.0358460508286953,1
354538,-0.3239426612854004,-0.27968159317970276,-0.24106821417808533,-0.22317081689834595,-0.17174440622329712,-0.1401251256465912,-0.1005837619304657,-0.06791706383228302,-0.06621687859296799,-0.07106468081474304,0
635943,0.5563825964927673,0.4576670527458191,0.4064731001853943,0.39847248792648315,0.30492475628852844,0.24819788336753845,0.1751604676246643,0.12129385024309158,0.0863378494977951,0.05241316556930542,1
435496,-0.011838570237159729,0.008838847279548645,0.03756345063447952,0.048393189907073975,0.09333333373069763,0.12408334016799927,0.12373162806034088,0.08262994885444641,0.032963402569293976,-0.008497146889567375,1
435584,0.07835447788238525,-0.006116427481174469,-0.04751783609390259,-0.06483306735754013,-0.0790528804063797,-0.07402120530605316,-0.08557631820440292,-0.10618983209133148,-0.11917175352573395,-0.12445159256458282,0
546231,0.389026403427124,0.34039902687072754,0.30499911308288574,0.27868279814720154,0.2905862033367157,0.2621031701564789,0.2187729775905609,0.16823810338974,0.1037038266658783,0.05478896200656891,1
269038,-0.18480005860328674,-0.18203148245811462,-0.1743921935558319,-0.17085857689380646,-0.1508740782737732,-0.12755659222602844,-0.08087393641471863,-0.027201229706406593,-0.01067597046494484,-0.009945472702383995,0
939442,-0.07688800990581512,-0.06379712373018265,-0.06951355934143066,-0.07277821004390717,-0.10104086250066757,-0.10867239534854889,-0.11299903690814972,-0.11988881230354309,-0.10228215903043747,-0.08268465101718903,0
971497,0.20158237218856812,0.142189159989357,0.10910755395889282,0.0943496897816658,0.06120532378554344,0.0570978969335556,0.07302829623222351,0.07475261390209198,0.062555231153965,0.07206498086452484,0
920599,0.17391782999038696,0.18939487636089325,0.1849839836359024,0.18453416228294373,0.1896791160106659,0.19456014037132263,0.18176203966140747,0.16178014874458313,0.141899973154068,0.11951470375061035,1
292764,0.2960888743400574,0.3353167772293091,0.3709011673927307,0.38490942120552063,0.3924298584461212,0.35092440247535706,0.3022371828556061,0.26501068472862244,0.23046521842479706,0.2086358219385147,1
543763,-0.0768221989274025,-0.08500117063522339,-0.07395711541175842,-0.06432315707206726,-0.05334938317537308,-0.03429035097360611,-0.01080198772251606,0.027020636945962906,0.064195416867733,0.07787233591079712,0
70787,0.1878058761358261,0.2191981077194214,0.24057379364967346,0.2392393946647644,0.22196687757968903,0.17142334580421448,0.10542509704828262,0.04520496726036072,0.0016119107604026794,-0.013688713312149048,0
341352,-0.043225329369306564,-0.0751531794667244,-0.08852145075798035,-0.09150220453739166,-0.10012032836675644,-0.09527245908975601,-0.08947070688009262,-0.08936349302530289,-0.06881669908761978,-0.04929066449403763,0
576183,-0.05398637056350708,-0.10925918817520142,-0.12292812764644623,-0.125810444355011,-0.11281049251556396,-0.09715743362903595,-0.08665795624256134,-0.0969427227973938,-0.09878042340278625,-0.0804070234298706,0
130183,0.3348008096218109,0.31204307079315186,0.2784581780433655,0.25327062606811523,0.17606081068515778,0.13383369147777557,0.10317009687423706,0.07809790223836899,0.042146213352680206,0.01827630214393139,1
822118,0.0030260682106018066,-0.029652372002601624,-0.04023124277591705,-0.04524239897727966,-0.054558709263801575,-0.05475195497274399,-0.059737272560596466,-0.06398643553256989,-0.06508461385965347,-0.07642246782779694,0
552370,0.07267473638057709,0.06589078903198242,0.056598879396915436,0.04419728368520737,0.03741563856601715,0.02784523367881775,0.03755676746368408,0.052302151918411255,0.05863829702138901,0.06248887628316879,0
930759,0.10644421726465225,0.06649409234523773,0.053483493626117706,0.04693252965807915,0.06868304312229156,0.08043064922094345,0.09474307298660278,0.11131470650434494,0.12820649147033691,0.11735186725854874,1
570078,-0.17002025246620178,-0.1850113421678543,-0.18931354582309723,-0.19318419694900513,-0.20028793811798096,-0.17900273203849792,-0.13347245752811432,-0.08654189109802246,-0.030622275546193123,0.008584648370742798,0
637314,0.13331128656864166,0.19550850987434387,0.20591828227043152,0.2034749984741211,0.22634288668632507,0.2302253246307373,0.22082501649856567,0.17350250482559204,0.10726237297058105,0.0587523877620697,1
315926,0.19059917330741882,0.23465237021446228,0.24603335559368134,0.24906431138515472,0.25918957591056824,0.24181793630123138,0.21585218608379364,0.18979595601558685,0.16946503520011902,0.14612199366092682,0
664681,0.26069891452789307,0.1904311180114746,0.13759879767894745,0.1178613156080246,0.0346212312579155,-0.011953791603446007,-0.06001542881131172,-0.08770688623189926,-0.09565649926662445,-0.08195509761571884,1
782407,-0.16060328483581543,-0.12117171287536621,-0.10901086777448654,-0.10807152092456818,-0.0847092792391777,-0.08156904578208923,-0.06278201937675476,-0.0203179270029068,0.030234787613153458,0.05763997510075569,0
420385,0.5678548812866211,0.3565271496772766,0.25626394152641296,0.22046811878681183,0.11957283318042755,0.07111392915248871,0.023966316133737564,-0.012511234730482101,-0.041850000619888306,-0.035584211349487305,0
339221,-0.04309842735528946,-0.034351300448179245,-0.02734319120645523,-0.03074561059474945,-0.030134018510580063,-0.024930065497756004,-0.007911195047199726,0.0094492482021451,0.013725247234106064,0.02802960015833378,0
818513,0.054871708154678345,0.08015444874763489,0.07810243964195251,0.07193232327699661,0.07179740816354752,0.07946830242872238,0.096259206533432,0.11143437027931213,0.10096308588981628,0.09286389499902725,1
809913,0.03500266373157501,0.03513243794441223,0.008469030261039734,-0.012097567319869995,-0.05266711860895157,-0.07899537682533264,-0.09503435343503952,-0.10632427036762238,-0.11538860201835632,-0.11694785207509995,0
272956,0.290919691324234,0.25806039571762085,0.2375648021697998,0.22882209718227386,0.19066335260868073,0.16200733184814453,0.11694488674402237,0.07538808882236481,0.03852641582489014,0.020643657073378563,1
381519,-0.10107341408729553,-0.024985916912555695,-0.00817619264125824,-0.016784504055976868,-0.0039411187171936035,0.017702843993902206,0.05228988453745842,0.0617990717291832,0.043108683079481125,0.011949911713600159,1
478995,0.028549619019031525,0.07395515590906143,0.10251294076442719,0.10250785201787949,0.09801095724105835,0.10258833318948746,0.11206236481666565,0.10496816039085388,0.08753344416618347,0.05359422042965889,1
185174,-0.1327335238456726,-0.07633507251739502,-0.05786115676164627,-0.055842526257038116,-0.07526260614395142,-0.07690543681383133,-0.06203633174300194,-0.03545628488063812,0.018749099224805832,0.05090727657079697,0
481505,0.11254994571208954,0.19645051658153534,0.22180356085300446,0.22742146253585815,0.23035328090190887,0.2217368185520172,0.20923414826393127,0.16569016873836517,0.11183512210845947,0.07751785963773727,1
187486,0.11236996203660965,0.14684247970581055,0.16152283549308777,0.16552062332630157,0.1361524611711502,0.1003030315041542,0.05332747474312782,0.029230240732431412,0.02039530500769615,-0.005386775359511375,0
307519,0.3189541697502136,0.23226603865623474,0.1859300434589386,0.1674197018146515,0.16277877986431122,0.17320546507835388,0.19534023106098175,0.20602381229400635,0.18463756144046783,0.13205312192440033,1
800108,0.21021807193756104,0.21323196589946747,0.2062322497367859,0.1973261684179306,0.1693652719259262,0.1599874496459961,0.1547514647245407,0.14467424154281616,0.14367371797561646,0.15179453790187836,1
119741,-0.15205825865268707,-0.040987707674503326,0.0348905511200428,0.06827901303768158,0.09643919765949249,0.08746666461229324,0.05812699347734451,0.02520476095378399,-0.0023940447717905045,-0.009088810533285141,1
701531,-0.1475277990102768,-0.13191138207912445,-0.11684636771678925,-0.11009159684181213,-0.10445357114076614,-0.09812530130147934,-0.07414612174034119,-0.054898180067539215,-0.053875476121902466,-0.06529535353183746,1
2961,-0.1558985561132431,-0.14407800137996674,-0.13306781649589539,-0.13127124309539795,-0.12913718819618225,-0.12143465876579285,-0.10871830582618713,-0.0940946638584137,-0.07874542474746704,-0.07450087368488312,0
641253,-0.08337253332138062,-0.013432106003165245,0.02288578450679779,0.03618916496634483,0.06358075141906738,0.030782492831349373,-0.016025789082050323,-0.03822179138660431,-0.039833080023527145,-0.032438382506370544,0
593401,-0.17440052330493927,-0.07610854506492615,-0.029132962226867676,-0.016184702515602112,0.02520640194416046,0.026770293712615967,0.02228715270757675,0.015424545854330063,-0.00021959468722343445,-0.028021033853292465,0
467609,0.20658499002456665,0.20344308018684387,0.16452009975910187,0.13913530111312866,0.15693546831607819,0.18608497083187103,0.20638595521450043,0.199817955493927,0.15202996134757996,0.09596297144889832,1
108134,0.21486395597457886,0.21467649936676025,0.20376184582710266,0.19714084267616272,0.22893960773944855,0.23775945603847504,0.222652867436409,0.1887263059616089,0.1544601321220398,0.13157200813293457,1
265090,-0.03644360601902008,-0.02919459342956543,-0.01592043787240982,-0.00830036774277687,0.028055116534233093,0.03822153061628342,0.03671891987323761,0.02683684043586254,0.005737960338592529,-0.009210415184497833,1
74220,0.19227385520935059,0.07883383333683014,0.048995241522789,0.04826211929321289,0.012344777584075928,0.00218065083026886,-0.010777495801448822,-0.006186261773109436,-0.007639605551958084,-0.007102549076080322,0
770210,0.45306268334388733,0.37573981285095215,0.32927262783050537,0.3073909878730774,0.25785964727401733,0.2324868142604828,0.19428303837776184,0.13750842213630676,0.09931693971157074,0.07618863135576248,1
764552,0.008528381586074829,0.008033454418182373,-0.013260185718536377,-0.02672700583934784,-0.05513975769281387,-0.08023680746555328,-0.09855841845273972,-0.0917779728770256,-0.07020058482885361,-0.0499781034886837,0
318059,0.17182746529579163,0.08425125479698181,0.058485087007284164,0.047221891582012177,0.02297729253768921,0.03148050978779793,0.04590611904859543,0.04935724660754204,0.03578051179647446,0.02666039951145649,0
273995,-0.022944271564483643,-0.013124793767929077,0.009261593222618103,0.026729851961135864,0.09208770096302032,0.14224866032600403,0.18322017788887024,0.19259348511695862,0.1759376972913742,0.1517220437526703,1
545990,0.005426209419965744,0.013458311557769775,-0.0014696866273880005,-0.017082206904888153,-0.06748276948928833,-0.081414595246315,-0.06757651269435883,-0.041929248720407486,-0.022409208118915558,-0.01821572333574295,0
863226,-0.06423000246286392,-0.03652927279472351,-0.024514012038707733,-0.020161740481853485,-0.01758352667093277,-0.009297303855419159,0.010332725942134857,0.013356693089008331,0.01579933986067772,0.021891839802265167,0
761358,0.15218107402324677,0.043462514877319336,0.000380784273147583,-0.005200523883104324,-0.03651111572980881,-0.03598194196820259,-0.012343306094408035,0.0164550319314003,0.01187746413052082,0.0013361945748329163,0
874720,0.051193125545978546,0.06429561972618103,0.06070546433329582,0.06009048596024513,0.06659051775932312,0.05269165337085724,0.016102515161037445,-0.030621083453297615,-0.067997045814991,-0.07149602472782135,0
833530,-0.41662895679473877,-0.3690558075904846,-0.33897876739501953,-0.3265288472175598,-0.26442912220954895,-0.22545304894447327,-0.19236397743225098,-0.14817136526107788,-0.08377987891435623,-0.05764668807387352,0
629268,0.5244607925415039,0.3239118456840515,0.2471613883972168,0.21794146299362183,0.11916747689247131,0.0844162255525589,0.05572115629911423,0.04608796164393425,0.043825894594192505,0.024915482848882675,1
915992,0.6270452737808228,0.5599136352539062,0.4889766275882721,0.459799587726593,0.3682694733142853,0.3258601427078247,0.25257569551467896,0.1680808961391449,0.10131245106458664,0.05065576732158661,1
536274,-0.0068155452609062195,0.09549883753061295,0.12823586165905,0.13508379459381104,0.15036243200302124,0.1370680183172226,0.1267087459564209,0.09708429872989655,0.07081598788499832,0.030019285157322884,1
400589,-0.03393672779202461,0.008855067193508148,0.03177574276924133,0.03550897166132927,0.049973711371421814,0.04649367183446884,0.04375501349568367,0.04326058179140091,0.03179827332496643,0.024815551936626434,1
844431,-0.11873747408390045,-0.07629930973052979,-0.0439910925924778,-0.02610171213746071,-0.01486879587173462,-0.025538992136716843,-0.04365548491477966,-0.0535748228430748,-0.05595937371253967,-0.050813764333724976,0
788189,-0.060339316725730896,-0.07645720988512039,-0.07356969267129898,-0.07024960219860077,-0.1147344708442688,-0.13940191268920898,-0.16346696019172668,-0.1670476794242859,-0.15260650217533112,-0.11413508653640747,0
271073,0.3461012542247772,0.3822895288467407,0.39610105752944946,0.40761440992355347,0.4081866443157196,0.3741005063056946,0.33136987686157227,0.27200955152511597,0.19360043108463287,0.13381260633468628,1
418426,0.5537880659103394,0.3930143415927887,0.3282088041305542,0.30659931898117065,0.26115381717681885,0.27383163571357727,0.27818629145622253,0.2404845952987671,0.15282058715820312,0.06544274091720581,1
751978,0.3993447422981262,0.4054411053657532,0.4076349437236786,0.4159248471260071,0.37989360094070435,0.34492027759552,0.28708088397979736,0.21999141573905945,0.1582067608833313,0.09118074178695679,1
152573,0.11918453872203827,0.1275268793106079,0.13220404088497162,0.1388959139585495,0.06391993165016174,0.020768899470567703,-0.023420054465532303,-0.060420285910367966,-0.07650197297334671,-0.05614200234413147,1
294963,0.23212051391601562,0.19507786631584167,0.15657904744148254,0.1321493536233902,0.0874677449464798,0.05829840153455734,0.03321993350982666,0.02621673420071602,0.008766502141952515,0.01435432955622673,1
256465,0.22932054102420807,0.17847292125225067,0.1718783974647522,0.1826457679271698,0.15794742107391357,0.15670257806777954,0.1307900846004486,0.10188702493906021,0.07589192688465118,0.054602473974227905,1
877451,-0.2024238109588623,-0.17872442305088043,-0.17546969652175903,-0.1772211492061615,-0.15387672185897827,-0.1483563333749771,-0.14074265956878662,-0.11855704337358475,-0.10080523788928986,-0.09100761264562607,0
853638,-0.30432671308517456,-0.20797447860240936,-0.1275094598531723,-0.08427044749259949,0.013350769877433777,0.04256439954042435,0.06287655234336853,0.04616214334964752,0.00046543776988983154,-0.025362037122249603,0
205227,-0.03816312551498413,0.005996979773044586,0.03156089037656784,0.038438595831394196,0.023811593651771545,0.02333485335111618,0.027270890772342682,0.04139117896556854,0.06696710735559464,0.09258365631103516,0
65674,0.07337871193885803,0.0812346488237381,0.09053801000118256,0.09157101809978485,0.08736066520214081,0.09712938964366913,0.1134706437587738,0.11371947824954987,0.08506572246551514,0.03933890908956528,1
27216,-0.04486390948295593,-0.011188864707946777,0.0028979331254959106,0.009013094007968903,0.01827598363161087,0.02855094149708748,0.058160778135061264,0.08842462301254272,0.11101946234703064,0.10054254531860352,1
92014,-0.16632941365242004,-0.09624038636684418,-0.050042495131492615,-0.032072439789772034,-0.006458751857280731,0.009601909667253494,0.014959096908569336,0.04743789881467819,0.08456447720527649,0.09189434349536896,1
161909,0.049837853759527206,0.12763763964176178,0.15035134553909302,0.16073013842105865,0.1322679966688156,0.11767211556434631,0.111567921936512,0.0968904048204422,0.06812094897031784,0.04257403314113617,1
737180,0.4142208695411682,0.4306566119194031,0.4220121502876282,0.4162203073501587,0.3179592192173004,0.27661794424057007,0.22338971495628357,0.17071345448493958,0.13584944605827332,0.12271291017532349,1
938021,0.42362910509109497,0.3191988468170166,0.2823583483695984,0.2735283374786377,0.2501392662525177,0.22735603153705597,0.20708760619163513,0.19511359930038452,0.2110733985900879,0.20221340656280518,1
117599,0.09256280213594437,0.13624320924282074,0.1411462277173996,0.1267634630203247,0.09963119029998779,0.07528163492679596,0.053295571357011795,0.038871414959430695,0.044917214661836624,0.03473402559757233,0
615171,0.11286494135856628,0.09008898586034775,0.08864067494869232,0.08760330080986023,0.04698113724589348,0.03612308204174042,0.03474951535463333,0.03386808559298515,0.03874897211790085,0.058674972504377365,0
995074,0.4370594024658203,0.3963148891925812,0.33486127853393555,0.30723583698272705,0.18102875351905823,0.1200442761182785,0.07211404293775558,0.04233793914318085,0.026477700099349022,0.04509297013282776,1
493591,-0.2344546914100647,-0.20336148142814636,-0.18985894322395325,-0.18247079849243164,-0.17413091659545898,-0.165501669049263,-0.1445692926645279,-0.11829420924186707,-0.07407120615243912,-0.042495645582675934,0
